DimCustomer;;;;;DimStore;;;DimProduct;;;;FactSales;;;;;;;;;;;;;
FirstName;LastName;Email;ContactNumber;LoyaltyMember;City;Province;Store;ProductName;ProductID;Category;Supplier;SaleID;OrderDate;CustomerID;UnitPrice;Quantity;DiscountPercent;TotalAmount;PaymentMethod;PaymentStatus;SalesChannel;SalesPerson;StockLevel;Promotion;OrderStatus
Chloe;Walker;chloe.walker616@gmail.com;27632853444;No;Gqeberha;Eastern Cape;Urban Basket Gqeberha;Water;P667;Beverages;Urban Supply Co;S002257;2025/08/12;C7614;117.54;8;15;799.27;Card;Paid;In-Store;Employee 002;143;Winter Special;Completed
Emma;Nel;emma.nel656@gmail.com;27711651263;No;Bloemfontein;Free State;Urban Basket Bloemfontein;Toilet Paper;P288;Household;Cape Wholesale;S002258;2025/05/02;C4820;160.67;2;5;305.27;Card;Paid;In-Store;Employee 030;90;Buy 2 Get 1;Completed
Jessica;Moore;jessica.moore519@gmail.com;27605934765;Yes;Polokwane;Limpopo;Urban Basket Polokwane;Tomatoes;P460;Produce;National Distribution;S002259;2025/03/01;C9189;248.65;5;0;1243.25;Card;Paid;In-Store;Employee 039;143;Loyalty Discount;Completed
Jessica;Green;jessica.green550@gmail.com;27788933125;Yes;Gqeberha;Eastern Cape;Urban Basket Gqeberha;Bananas;P701;Produce;Cape Wholesale;S002260;2025/01/11;C2918;247.73;2;5;470.69;EFT;Paid;In-Store;Employee 038;247;;Completed
Isabella;Harris;isabella.harris392@gmail.com;27607922218;Yes;Bloemfontein;Free State;Urban Basket Bloemfontein;Paper Towels;P885;Household;National Distribution;S002261;2025/02/25;C8820;208.41;7;0;1458.87;Card;Paid;Online;Employee 062;242;Weekend Saver;Completed
Mia;White;mia.white569@gmail.com;27628229347;Yes;Mbombela;Mpumalanga;Urban Basket Mbombela;Yoghurt;P785;Dairy;Cape Wholesale;S002262;2025/09/20;C6752;87.0;7;0;609.0;Mobile Pay;Paid;In-Store;Employee 020;198;Loyalty Discount;Completed
Daniel;Martin;daniel.martin520@gmail.com;27748095134;No;Gqeberha;Eastern Cape;Urban Basket Gqeberha;Paper Towels;P885;Household;National Distribution;S002263;2025/01/06;C5396;190.16;1;10;171.14;EFT;Refunded;In-Store;Employee 049;439;Buy 2 Get 1;Returned
Kayla;Thomas;kayla.thomas261@gmail.com;27669595200;Yes;Polokwane;Limpopo;Urban Basket Polokwane;Water;P667;Beverages;National Distribution;S002264;2025/07/28;C7208;230.74;3;15;588.39;Card;Paid;In-Store;Employee 028;67;Weekend Saver;Completed
Emma;Brown;emma.brown35@gmail.com;27601759272;No;Mbombela;Mpumalanga;Urban Basket Mbombela;Water;P667;Beverages;National Distribution;S002265;2025/08/28;C8220;111.16;8;0;889.28;Card;Paid;In-Store;Employee 027;289;Weekend Saver;Completed
Nicole;Thomas;nicole.thomas790@gmail.com;27644855086;Yes;Polokwane;Limpopo;Urban Basket Polokwane;Cake;P950;Bakery;Fresh Foods SA;S002266;2025/08/16;C8674;220.14;3;20;528.34;Card;Pending;Online;Employee 011;484;Weekend Saver;Cancelled
Ava;Harris;ava.harris67@gmail.com;27797084030;No;Pretoria;Gauteng;Urban Basket Pretoria;Milk;P622;Dairy;Cape Wholesale;S002267;2025/01/17;C3130;45.17;7;15;268.76;Mobile Pay;Paid;Online;Employee 070;147;Winter Special;Completed
Michael;Nel;michael.nel885@gmail.com;27813009862;Yes;Pretoria;Gauteng;Urban Basket Pretoria;Muffins;P914;Bakery;Urban Supply Co;S002268;2025/04/28;C1850;55.88;3;10;150.88;EFT;Paid;Online;Employee 036;11;Weekend Saver;Completed
Megan;Scott;megan.scott826@gmail.com;27736056443;No;Cape Town;Western Cape;Urban Basket Cape Town;Tomatoes;P460;Produce;Green Farms;S002269;2025/12/02;C4712;101.21;1;0;101.21;Cash;Paid;In-Store;Employee 025;224;Loyalty Discount;Completed
Ava;Davis;ava.davis936@gmail.com;27614957256;No;Bloemfontein;Free State;Urban Basket Bloemfontein;Croissant;P937;Bakery;Urban Supply Co;S002270;2025/09/04;C2480;127.7;3;0;383.1;Card;Paid;In-Store;Employee 005;441;Buy 2 Get 1;Completed
Isabella;Baker;isabella.baker880@gmail.com;27641394995;No;Bloemfontein;Free State;Urban Basket Bloemfontein;Butter;P178;Dairy;Cape Wholesale;S002271;2025/11/20;C6581;28.89;4;10;104.0;Card;Paid;In-Store;Employee 033;185;Buy 2 Get 1;Completed
Sarah;Moore;sarah.moore4@gmail.com;27727643047;No;Durban;KwaZulu-Natal;Urban Basket Durban;Detergent;P888;Household;Green Farms;S002272;2025/06/04;C6308;243.67;4;5;925.95;Cash;Paid;In-Store;Employee 047;409;;Completed
Aiden;Moore;aiden.moore545@gmail.com;27633871935;No;Polokwane;Limpopo;Urban Basket Polokwane;Toilet Paper;P288;Household;Cape Wholesale;S002273;2025/01/22;C9918;9.28;7;0;64.96;Cash;Paid;In-Store;Employee 017;62;Winter Special;Completed
Sarah;Walker;sarah.walker673@gmail.com;27655377701;Yes;Mbombela;Mpumalanga;Urban Basket Mbombela;Coffee;P665;Beverages;Urban Supply Co;S002274;2025/10/31;C6341;241.2;7;0;1688.4;Cash;Refunded;In-Store;Employee 070;289;Loyalty Discount;Cancelled
Isabella;Anderson;isabella.anderson854@gmail.com;27619007535;No;Mbombela;Mpumalanga;Urban Basket Mbombela;Cake;P950;Bakery;Cape Wholesale;S002275;2025/06/08;C4325;64.77;2;0;129.54;EFT;Paid;In-Store;Employee 053;295;;Completed
Matthew;Moore;matthew.moore884@gmail.com;27792540134;Yes;Polokwane;Limpopo;Urban Basket Polokwane;Yoghurt;P785;Dairy;Fresh Foods SA;S002276;2025/04/04;C2881;4.56;7;0;31.92;Card;Paid;Online;Employee 061;9;Buy 2 Get 1;Completed
Daniel;Moore;daniel.moore862@gmail.com;27813362951;Yes;Cape Town;Western Cape;Urban Basket Cape Town;Cake;P950;Bakery;Fresh Foods SA;S002277;2025/01/11;C6115;171.98;6;0;1031.88;Cash;Paid;In-Store;Employee 021;42;Weekend Saver;Completed
Ethan;Roberts;ethan.roberts414@gmail.com;27746733124;Yes;Gqeberha;Eastern Cape;Urban Basket Gqeberha;Yoghurt;P785;Dairy;Fresh Foods SA;S002278;2025/11/14;C2094;70.67;7;5;469.96;Cash;Paid;In-Store;Employee 009;444;Buy 2 Get 1;Completed
Daniel;Brown;daniel.brown449@gmail.com;27785433137;Yes;Polokwane;Limpopo;Urban Basket Polokwane;Cake;P950;Bakery;Urban Supply Co;S002279;2025/03/29;C6235;195.53;1;0;195.53;Mobile Pay;Paid;In-Store;Employee 074;129;Buy 2 Get 1;Completed
Hannah;Botha;hannah.botha82@gmail.com;27682524204;Yes;Cape Town;Western Cape;Urban Basket Cape Town;Cake;P950;Bakery;Cape Wholesale;S002280;2025/06/24;C1907;134.8;8;20;862.72;EFT;Paid;In-Store;Employee 070;103;;Completed
Noah;Roberts;noah.roberts541@gmail.com;27643332133;Yes;Bloemfontein;Free State;Urban Basket Bloemfontein;Toilet Paper;P288;Household;Fresh Foods SA;S002281;2025/07/23;C3322;172.98;4;0;691.92;Card;Paid;In-Store;Employee 055;407;;Completed
Matthew;Thomas;matthew.thomas632@gmail.com;27836487939;No;Bloemfontein;Free State;Urban Basket Bloemfontein;Bananas;P701;Produce;Fresh Foods SA;S002282;2025/05/18;C4753;101.83;3;0;305.49;EFT;Paid;In-Store;Employee 065;317;Weekend Saver;Completed
Chloe;Botha;chloe.botha306@gmail.com;27685284992;Yes;Johannesburg;Gauteng;Urban Basket Johannesburg;Milk;P622;Dairy;National Distribution;S002283;2025/09/05;C2750;125.35;7;20;701.96;Cash;Paid;Online;Employee 004;66;Buy 2 Get 1;Completed
Jordan;Wilson;jordan.wilson402@gmail.com;27728946908;Yes;Durban;KwaZulu-Natal;Urban Basket Durban;Coffee;P665;Beverages;Urban Supply Co;S002284;2025/12/27;C3535;33.77;6;0;202.62;Cash;Paid;In-Store;Employee 073;430;;Completed
Lucas;Nel;lucas.nel227@gmail.com;27649186839;No;Pretoria;Gauteng;Urban Basket Pretoria;Tomatoes;P460;Produce;Fresh Foods SA;S002285;2025/06/25;C9282;149.36;3;0;448.08;EFT;Paid;Online;Employee 042;39;Weekend Saver;Completed
Sarah;Harris;sarah.harris441@gmail.com;27685685706;Yes;Mbombela;Mpumalanga;Urban Basket Mbombela;Juice;P930;Beverages;Fresh Foods SA;S002286;2025/06/21;C3701;226.25;1;5;214.94;Mobile Pay;Paid;In-Store;Employee 039;405;Buy 2 Get 1;Completed
Mia;Brown;mia.brown99@gmail.com;27661901671;Yes;Gqeberha;Eastern Cape;Urban Basket Gqeberha;Toilet Paper;P288;Household;National Distribution;S002287;2025/06/27;C4903;41.72;7;0;292.04;Card;Paid;Online;Employee 067;121;;Completed
Ava;Thompson;ava.thompson784@gmail.com;27647187311;No;Gqeberha;Eastern Cape;Urban Basket Gqeberha;Toilet Paper;P288;Household;Cape Wholesale;S002288;2025/08/11;C8365;190.53;4;15;647.8;Mobile Pay;Paid;Online;Employee 062;451;Buy 2 Get 1;Completed
Hannah;White;hannah.white582@gmail.com;27815234226;No;Pretoria;Gauteng;Urban Basket Pretoria;Cheese;P874;Dairy;National Distribution;S002289;2025/09/23;C6613;156.6;5;5;743.85;Mobile Pay;Paid;Online;Employee 022;498;Weekend Saver;Completed
Liam;Roberts;liam.roberts652@gmail.com;27658030288;Yes;Mbombela;Mpumalanga;Urban Basket Mbombela;Juice;P930;Beverages;National Distribution;S002290;2025/12/13;C7653;57.64;5;10;259.38;Card;Paid;In-Store;Employee 021;468;Loyalty Discount;Completed
Daniel;Naidoo;daniel.naidoo484@gmail.com;27712125614;No;Pretoria;Gauteng;Urban Basket Pretoria;Milk;P622;Dairy;Fresh Foods SA;S002291;2025/08/03;C5863;75.02;3;10;202.55;Card;Paid;Online;Employee 004;290;Buy 2 Get 1;Completed
Kayla;Moore;kayla.moore634@gmail.com;27631268316;No;Johannesburg;Gauteng;Urban Basket Johannesburg;Tomatoes;P460;Produce;Urban Supply Co;S002292;2025/05/28;C8912;120.78;4;0;483.12;Cash;Paid;In-Store;Employee 052;355;Winter Special;Completed
Ethan;Botha;ethan.botha309@gmail.com;27722748631;Yes;Bloemfontein;Free State;Urban Basket Bloemfontein;Cheese;P874;Dairy;Green Farms;S002293;2025/04/29;C1541;104.62;4;10;376.63;Card;Paid;In-Store;Employee 011;472;;Completed
Ava;Wilson;ava.wilson719@gmail.com;27747789597;No;Bloemfontein;Free State;Urban Basket Bloemfontein;Cake;P950;Bakery;Urban Supply Co;S002294;2025/08/24;C4960;236.2;2;0;472.4;Cash;Paid;In-Store;Employee 024;159;;Completed
Zoe;Miller;zoe.miller169@gmail.com;27831641022;Yes;Mbombela;Mpumalanga;Urban Basket Mbombela;Butter;P178;Dairy;Cape Wholesale;S002295;2025/05/17;C1208;159.45;1;10;143.5;Cash;Paid;Online;Employee 029;168;Loyalty Discount;Completed
Sophia;Jones;sophia.jones771@gmail.com;27821089762;No;Gqeberha;Eastern Cape;Urban Basket Gqeberha;Tomatoes;P460;Produce;Urban Supply Co;S002296;2025/05/05;C3680;144.86;3;15;369.39;EFT;Paid;In-Store;Employee 054;466;Weekend Saver;Completed
Noah;Davis;noah.davis403@gmail.com;27796155595;No;Johannesburg;Gauteng;Urban Basket Johannesburg;Cheese;P874;Dairy;Cape Wholesale;S002297;2025/03/25;C1325;43.63;3;20;104.71;EFT;Paid;In-Store;Employee 060;206;;Completed
Lucas;Brown;lucas.brown386@gmail.com;27724842138;Yes;Cape Town;Western Cape;Urban Basket Cape Town;Muffins;P914;Bakery;Urban Supply Co;S002298;2025/01/29;C1260;176.53;1;15;150.05;Mobile Pay;Paid;In-Store;Employee 039;208;;Completed
Kayla;Taylor;kayla.taylor195@gmail.com;27733895199;No;Gqeberha;Eastern Cape;Urban Basket Gqeberha;Cheese;P874;Dairy;Green Farms;S002299;2025/12/28;C8399;64.23;8;15;436.76;EFT;Paid;In-Store;Employee 041;337;;Completed
Noah;White;noah.white633@gmail.com;27799697295;No;Gqeberha;Eastern Cape;Urban Basket Gqeberha;Muffins;P914;Bakery;Urban Supply Co;S002300;2025/03/15;C3047;155.76;7;10;981.29;Card;Paid;In-Store;Employee 056;486;Buy 2 Get 1;Completed
Liam;Martin;liam.martin533@gmail.com;27609487544;No;Pretoria;Gauteng;Urban Basket Pretoria;Dish Soap;P978;Household;Green Farms;S002301;2025/10/28;C6009;171.77;4;5;652.73;Card;Refunded;In-Store;Employee 036;437;Winter Special;Returned
Olivia;Thompson;olivia.thompson896@gmail.com;27673749427;No;Durban;KwaZulu-Natal;Urban Basket Durban;Cheese;P874;Dairy;Cape Wholesale;S002302;2025/06/21;C9411;140.59;8;0;1124.72;Mobile Pay;Paid;Online;Employee 026;423;Loyalty Discount;Completed
Zoe;King;zoe.king153@gmail.com;27828527332;Yes;Pretoria;Gauteng;Urban Basket Pretoria;Bread;P889;Bakery;Cape Wholesale;S002303;2025/11/19;C8887;71.12;4;0;284.48;Cash;Paid;In-Store;Employee 007;117;Weekend Saver;Completed
Aiden;Anderson;aiden.anderson576@gmail.com;27826816619;Yes;Johannesburg;Gauteng;Urban Basket Johannesburg;Muffins;P914;Bakery;Urban Supply Co;S002304;2025/11/21;C5802;233.52;8;0;1868.16;EFT;Paid;In-Store;Employee 025;80;;Completed
Nicole;Adams;nicole.adams547@gmail.com;27765228029;No;Pretoria;Gauteng;Urban Basket Pretoria;Milk;P622;Dairy;Fresh Foods SA;S002305;2025/05/08;C6311;101.44;2;0;202.88;Cash;Paid;In-Store;Employee 042;419;;Completed
Leah;Wilson;leah.wilson19@gmail.com;27799490680;No;Johannesburg;Gauteng;Urban Basket Johannesburg;Yoghurt;P785;Dairy;Cape Wholesale;S002306;2025/05/17;C6312;15.9;8;10;114.48;Card;Paid;In-Store;Employee 035;77;Buy 2 Get 1;Completed
Nathan;Williams;nathan.williams37@gmail.com;27652078251;No;Polokwane;Limpopo;Urban Basket Polokwane;Milk;P622;Dairy;Cape Wholesale;S002307;2025/02/14;C2289;94.41;3;0;283.23;Cash;Paid;In-Store;Employee 042;261;;Completed
Kayla;Miller;kayla.miller398@gmail.com;27835701994;No;Johannesburg;Gauteng;Urban Basket Johannesburg;Detergent;P888;Household;Fresh Foods SA;S002308;2025/04/25;C5087;226.1;6;0;1356.6;EFT;Paid;In-Store;Employee 033;315;Weekend Saver;Completed
Zoe;Lewis;zoe.lewis199@gmail.com;27645365418;No;Bloemfontein;Free State;Urban Basket Bloemfontein;Tomatoes;P460;Produce;National Distribution;S002309;2025/08/10;C6864;237.47;8;5;1804.77;Cash;Paid;Online;Employee 023;323;Winter Special;Completed
Emma;Clark;emma.clark934@gmail.com;27683791758;No;Polokwane;Limpopo;Urban Basket Polokwane;Bread;P889;Bakery;Cape Wholesale;S002310;2025/02/08;C8054;186.88;2;0;373.76;EFT;Paid;Online;Employee 056;161;Winter Special;Completed
Liam;Miller;liam.miller731@gmail.com;27636033328;No;Cape Town;Western Cape;Urban Basket Cape Town;Potatoes;P599;Produce;Urban Supply Co;S002311;2025/01/29;C2198;12.78;6;0;76.68;EFT;Paid;Online;Employee 072;256;Buy 2 Get 1;Completed
Liam;Moore;liam.moore304@gmail.com;27787265865;No;Polokwane;Limpopo;Urban Basket Polokwane;Toilet Paper;P288;Household;National Distribution;S002312;2025/04/21;C8546;78.25;2;15;133.03;Mobile Pay;Paid;In-Store;Employee 004;21;Loyalty Discount;Completed
Liam;Scott;liam.scott474@gmail.com;27835405747;Yes;Johannesburg;Gauteng;Urban Basket Johannesburg;Coffee;P665;Beverages;Urban Supply Co;S002313;2025/01/26;C5661;183.85;7;20;1029.56;Cash;Paid;In-Store;Employee 020;425;Loyalty Discount;Completed
Jordan;Naidoo;jordan.naidoo915@gmail.com;27734160890;No;Johannesburg;Gauteng;Urban Basket Johannesburg;Dish Soap;P978;Household;Cape Wholesale;S002314;2025/12/03;C1626;200.31;5;5;951.47;Card;Paid;Online;Employee 050;284;Loyalty Discount;Completed
Ava;Brown;ava.brown680@gmail.com;27604184712;No;Polokwane;Limpopo;Urban Basket Polokwane;Toilet Paper;P288;Household;National Distribution;S002315;2025/12/17;C9776;24.43;6;20;117.26;EFT;Paid;Online;Employee 054;23;Buy 2 Get 1;Completed
Ethan;Adams;ethan.adams25@gmail.com;27739165805;No;Cape Town;Western Cape;Urban Basket Cape Town;Toilet Paper;P288;Household;Cape Wholesale;S002316;2025/03/24;C6473;190.29;7;10;1198.83;Mobile Pay;Paid;In-Store;Employee 062;268;;Completed
Liam;Green;liam.green296@gmail.com;27832321309;No;Mbombela;Mpumalanga;Urban Basket Mbombela;Cake;P950;Bakery;Cape Wholesale;S002317;2025/02/27;C3565;181.69;1;10;163.52;EFT;Paid;In-Store;Employee 058;323;Winter Special;Completed
Daniel;Moore;daniel.moore974@gmail.com;27621462666;Yes;Pretoria;Gauteng;Urban Basket Pretoria;Butter;P178;Dairy;Cape Wholesale;S002318;2025/12/31;C5632;117.86;1;0;117.86;Card;Paid;Online;Employee 069;25;Weekend Saver;Completed
Grace;Taylor;grace.taylor637@gmail.com;27734795213;No;Mbombela;Mpumalanga;Urban Basket Mbombela;Paper Towels;P885;Household;Urban Supply Co;S002319;2025/11/08;C2691;88.3;5;0;441.5;Cash;Paid;In-Store;Employee 053;456;;Completed
Ava;Naidoo;ava.naidoo961@gmail.com;27744842084;Yes;Polokwane;Limpopo;Urban Basket Polokwane;Tomatoes;P460;Produce;Fresh Foods SA;S002320;2025/08/02;C1578;96.28;7;10;606.56;Mobile Pay;Paid;In-Store;Employee 048;444;Loyalty Discount;Completed
Sarah;Johnson;sarah.johnson822@gmail.com;27745611595;No;Mbombela;Mpumalanga;Urban Basket Mbombela;Coffee;P665;Beverages;Cape Wholesale;S002321;2025/06/29;C7962;90.2;5;0;451.0;EFT;Refunded;In-Store;Employee 052;155;Winter Special;Returned
Daniel;White;daniel.white893@gmail.com;27623260514;No;Johannesburg;Gauteng;Urban Basket Johannesburg;Detergent;P888;Household;Green Farms;S002322;2025/01/09;C8190;148.17;4;0;592.68;Card;Paid;In-Store;Employee 018;270;Buy 2 Get 1;Completed
Kayla;Baker;kayla.baker912@gmail.com;27627963391;No;Bloemfontein;Free State;Urban Basket Bloemfontein;Muffins;P914;Bakery;Urban Supply Co;S002323;2025/01/10;C8695;121.82;8;0;974.56;Cash;Paid;In-Store;Employee 013;253;Loyalty Discount;Completed
Emily;Anderson;emily.anderson827@gmail.com;27713465958;Yes;Johannesburg;Gauteng;Urban Basket Johannesburg;Dish Soap;P978;Household;Fresh Foods SA;S002324;2025/09/04;C7810;94.37;2;10;169.87;Cash;Paid;Online;Employee 002;73;Buy 2 Get 1;Completed
Aiden;Taylor;aiden.taylor437@gmail.com;27614853452;No;Cape Town;Western Cape;Urban Basket Cape Town;Croissant;P937;Bakery;National Distribution;S002325;2025/01/30;C5752;82.01;6;15;418.25;EFT;Refunded;Online;Employee 038;16;Loyalty Discount;Returned
Ryan;Harris;ryan.harris736@gmail.com;27768356879;Yes;Cape Town;Western Cape;Urban Basket Cape Town;Dish Soap;P978;Household;Green Farms;S002326;2025/09/24;C9126;158.7;7;0;1110.9;Mobile Pay;Paid;In-Store;Employee 018;193;;Completed
Lucas;Adams;lucas.adams592@gmail.com;27733359528;Yes;Pretoria;Gauteng;Urban Basket Pretoria;Tea;P519;Beverages;Fresh Foods SA;S002327;2025/12/10;C5621;132.72;4;20;424.7;Card;Paid;In-Store;Employee 004;297;;Completed
Aiden;Adams;aiden.adams818@gmail.com;27613046062;No;Pretoria;Gauteng;Urban Basket Pretoria;Cheese;P874;Dairy;Urban Supply Co;S002328;2025/12/21;C6033;246.51;4;5;936.74;EFT;Paid;Online;Employee 014;290;Loyalty Discount;Completed
Ava;Naidoo;ava.naidoo862@gmail.com;27627464387;Yes;Polokwane;Limpopo;Urban Basket Polokwane;Yoghurt;P785;Dairy;Fresh Foods SA;S002329;2025/09/12;C7771;40.27;7;10;253.7;Cash;Paid;In-Store;Employee 046;267;Loyalty Discount;Completed
Emma;Jackson;emma.jackson741@gmail.com;27795060697;No;Durban;KwaZulu-Natal;Urban Basket Durban;Croissant;P937;Bakery;Cape Wholesale;S002330;2025/07/26;C3542;195.05;8;15;1326.34;Card;Paid;Online;Employee 001;65;Winter Special;Completed
Kayla;King;kayla.king775@gmail.com;27731743710;No;Durban;KwaZulu-Natal;Urban Basket Durban;Croissant;P937;Bakery;Green Farms;S002331;2025/08/20;C1638;97.1;6;5;553.47;Card;Paid;In-Store;Employee 024;40;Buy 2 Get 1;Completed
Kayla;Anderson;kayla.anderson7@gmail.com;27762546406;No;Cape Town;Western Cape;Urban Basket Cape Town;Milk;P622;Dairy;Urban Supply Co;S002332;2025/01/07;C9463;193.62;3;10;522.77;EFT;Paid;In-Store;Employee 009;206;Weekend Saver;Completed
Leah;Davis;leah.davis663@gmail.com;27769351166;No;Johannesburg;Gauteng;Urban Basket Johannesburg;Muffins;P914;Bakery;National Distribution;S002333;2025/05/22;C3082;132.98;8;0;1063.84;Mobile Pay;Paid;In-Store;Employee 005;285;Weekend Saver;Completed
Lucas;Wilson;lucas.wilson279@gmail.com;27741265204;Yes;Polokwane;Limpopo;Urban Basket Polokwane;Juice;P930;Beverages;Green Farms;S002334;2025/10/10;C3302;99.25;8;0;794.0;EFT;Paid;In-Store;Employee 039;79;;Completed
Aiden;Clark;aiden.clark419@gmail.com;27611104547;Yes;Durban;KwaZulu-Natal;Urban Basket Durban;Cheese;P874;Dairy;Urban Supply Co;S002335;2025/05/06;C5113;49.87;7;0;349.09;Mobile Pay;Paid;Online;Employee 031;39;Buy 2 Get 1;Completed
Matthew;Martin;matthew.martin829@gmail.com;27608522785;No;Cape Town;Western Cape;Urban Basket Cape Town;Bread;P889;Bakery;Green Farms;S002336;2025/12/14;C2800;174.62;1;5;165.89;Mobile Pay;Paid;In-Store;Employee 016;403;;Completed
Nicole;Davis;nicole.davis45@gmail.com;27666916178;No;Pretoria;Gauteng;Urban Basket Pretoria;Toilet Paper;P288;Household;National Distribution;S002337;2025/08/21;C1104;23.6;7;0;165.2;Card;Paid;In-Store;Employee 065;426;;Completed
Hannah;Williams;hannah.williams977@gmail.com;27671793102;No;Durban;KwaZulu-Natal;Urban Basket Durban;Butter;P178;Dairy;Fresh Foods SA;S002338;2025/10/14;C3343;182.25;5;5;865.69;Cash;Paid;In-Store;Employee 038;496;;Completed
Ryan;Baker;ryan.baker388@gmail.com;27667854614;No;Gqeberha;Eastern Cape;Urban Basket Gqeberha;Juice;P930;Beverages;Fresh Foods SA;S002339;2025/02/23;C2527;189.52;4;10;682.27;Card;Paid;In-Store;Employee 072;159;;Completed
Sophia;Scott;sophia.scott439@gmail.com;27719956020;No;Johannesburg;Gauteng;Urban Basket Johannesburg;Muffins;P914;Bakery;Green Farms;S002340;2025/12/09;C6158;112.62;2;10;202.72;Card;Paid;In-Store;Employee 040;230;;Completed
Sarah;Williams;sarah.williams342@gmail.com;27653031604;Yes;Bloemfontein;Free State;Urban Basket Bloemfontein;Apples;P207;Produce;National Distribution;S002341;2025/08/21;C5503;202.15;1;5;192.04;Card;Paid;In-Store;Employee 038;234;Loyalty Discount;Completed
Kayla;Baker;kayla.baker523@gmail.com;27654422752;Yes;Johannesburg;Gauteng;Urban Basket Johannesburg;Tea;P519;Beverages;Urban Supply Co;S002342;2025/07/19;C2713;202.81;5;0;1014.05;EFT;Paid;In-Store;Employee 041;64;Winter Special;Completed
Nathan;Harris;nathan.harris308@gmail.com;27631322524;No;Bloemfontein;Free State;Urban Basket Bloemfontein;Tomatoes;P460;Produce;Green Farms;S002343;2025/04/24;C1895;182.1;8;0;1456.8;Cash;Paid;In-Store;Employee 058;132;Loyalty Discount;Completed
Megan;Johnson;megan.johnson936@gmail.com;27624282170;Yes;Mbombela;Mpumalanga;Urban Basket Mbombela;Tea;P519;Beverages;Cape Wholesale;S002344;2025/11/11;C5045;177.73;2;5;337.69;EFT;Paid;In-Store;Employee 012;417;Weekend Saver;Completed
Tyler;Moore;tyler.moore872@gmail.com;27838912874;No;Johannesburg;Gauteng;Urban Basket Johannesburg;Water;P667;Beverages;Fresh Foods SA;S002345;2025/08/19;C1277;44.04;4;20;140.93;EFT;Paid;In-Store;Employee 030;359;Loyalty Discount;Completed
Jordan;Lewis;jordan.lewis993@gmail.com;27766031169;No;Bloemfontein;Free State;Urban Basket Bloemfontein;Potatoes;P599;Produce;National Distribution;S002346;2025/02/11;C4955;172.15;2;0;344.3;Card;Paid;In-Store;Employee 069;207;Buy 2 Get 1;Completed
Noah;Williams;noah.williams752@gmail.com;27672191376;Yes;Polokwane;Limpopo;Urban Basket Polokwane;Tea;P519;Beverages;Green Farms;S002347;2025/05/28;C6277;100.55;4;5;382.09;Card;Paid;Online;Employee 008;225;Buy 2 Get 1;Completed
Joshua;Johnson;joshua.johnson805@gmail.com;27648967474;Yes;Polokwane;Limpopo;Urban Basket Polokwane;Tomatoes;P460;Produce;Cape Wholesale;S002348;2025/02/05;C7202;128.42;5;10;577.89;Mobile Pay;Paid;In-Store;Employee 002;207;;Completed
Ava;White;ava.white325@gmail.com;27745020089;No;Cape Town;Western Cape;Urban Basket Cape Town;Potatoes;P599;Produce;National Distribution;S002349;2025/04/24;C1064;112.52;2;20;180.03;Mobile Pay;Paid;In-Store;Employee 041;464;Buy 2 Get 1;Completed
Noah;Thomas;noah.thomas42@gmail.com;27711486938;No;Pretoria;Gauteng;Urban Basket Pretoria;Bread;P889;Bakery;Urban Supply Co;S002350;2025/08/15;C8276;29.89;2;0;59.78;Card;Paid;In-Store;Employee 074;426;;Completed
Sophia;Davis;sophia.davis716@gmail.com;27679583793;No;Gqeberha;Eastern Cape;Urban Basket Gqeberha;Detergent;P888;Household;National Distribution;S002351;2025/02/14;C3788;68.84;2;0;137.68;EFT;Paid;Online;Employee 043;216;Weekend Saver;Completed
Hannah;Harris;hannah.harris217@gmail.com;27826030363;No;Pretoria;Gauteng;Urban Basket Pretoria;Muffins;P914;Bakery;Cape Wholesale;S002352;2025/07/28;C9503;166.74;5;15;708.64;EFT;Paid;In-Store;Employee 048;117;Loyalty Discount;Completed
Chloe;Scott;chloe.scott638@gmail.com;27658759360;Yes;Mbombela;Mpumalanga;Urban Basket Mbombela;Tea;P519;Beverages;National Distribution;S002353;2025/01/29;C4836;62.84;6;0;377.04;EFT;Paid;Online;Employee 075;92;Weekend Saver;Completed
Michael;Jones;michael.jones70@gmail.com;27618061773;No;Polokwane;Limpopo;Urban Basket Polokwane;Cheese;P874;Dairy;Fresh Foods SA;S002354;2025/09/02;C7322;239.42;2;10;430.96;Mobile Pay;Paid;In-Store;Employee 031;232;Winter Special;Completed
Olivia;Green;olivia.green288@gmail.com;27785702622;Yes;Gqeberha;Eastern Cape;Urban Basket Gqeberha;Bananas;P701;Produce;Urban Supply Co;S002355;2025/04/11;C5473;180.12;8;0;1440.96;EFT;Paid;In-Store;Employee 068;439;Buy 2 Get 1;Completed
Nicole;White;nicole.white635@gmail.com;27676700214;No;Pretoria;Gauteng;Urban Basket Pretoria;Dish Soap;P978;Household;Cape Wholesale;S002356;2025/02/17;C8850;139.47;7;15;829.85;EFT;Paid;In-Store;Employee 011;140;Loyalty Discount;Completed
Matthew;Harris;matthew.harris923@gmail.com;27794423512;No;Johannesburg;Gauteng;Urban Basket Johannesburg;Potatoes;P599;Produce;Cape Wholesale;S002357;2025/07/06;C8214;109.03;1;0;109.03;Card;Paid;Online;Employee 062;422;Buy 2 Get 1;Completed
